50
3214011205701023;Adifa Risqy Fitrya;1200000;3;2;2;10000000;0;-;-
3214010503652044;Aditya Muhammad Dani;5000000;1;1;1;150000000;0;-;-
3214012201683055;Ahmad Baihatul;500000;4;3;0;0;0;-;-
3214011409724102;Aji Bagas Sambara;2500000;2;2;2;25000000;0;-;-
3214011708645001;Akbar Maulana;800000;5;3;0;2000000;0;-;-
3214010101746200;Alisah Dwi Widiatanti;9000000;2;1;1;300000000;0;-;-
3214012802697011;Altiero Cahya;1500000;1;2;2;10000000;0;-;-
3214010912709933;Andreas Kurviana;30000000;0;1;1;1000000000;0;-;-
3214011107732233;Ardi Kurnianto;750000;4;3;0;1500000;0;-;-
3214012512683344;Ardian Farrel Utama;5500000;2;1;1;120000000;0;-;-
3214010303714455;Aria Adika Ardan;2800000;1;2;2;35000000;0;-;-
3214011905675566;Azwa Ardita Madiah;400000;6;3;0;0;0;-;-
3214010609706677;Bagas Hakimurti;12000000;1;1;1;500000000;0;-;-
3214012111667788;Bayu Aji Dananjaya;2200000;2;2;2;18000000;0;-;-
3214010802748899;Belvarita Quita Subiyanto;900000;3;3;0;5000000;0;-;-
32731610653030;Cindy Gracia Kustiawan;15000000;0;1;1;800000000;0;-;-
32730204734040;Cindy Nuryah;1900000;2;2;2;22000000;0;-;-
32731812685050;Clarissa Fristianty;300000;1;3;0;0;0;-;-
32730909748080;Daffa Fikriansyah;450000;4;3;0;500000;0;-;-
32731401709090;Dafiq Aprilian Saefulloh;4000000;1;1;1;100000000;0;-;-
32733003661100;Deandra Nur Zakia;2600000;2;2;2;30000000;0;-;-
32731206722211;Debian Ramadhan;850000;5;3;0;3000000;0;-;-
32732708693322;Denny Lian Setyawati;8500000;2;1;1;400000000;0;-;-
32731511654433;Devondrah Fatputra;1600000;1;2;2;14000000;0;-;-
3273050102785544;Dhifan Adil Faitel;25000000;0;1;1;1200000000;0;-;-
3273121805826655;Dicky Harik Kusuma;350000;2;3;0;0;0;-;-
3273200407767766;Diki Hermawan;1700000;3;2;2;18000000;0;-;-
3273022209808877;Dimas Muhammad Hairudin;650000;4;3;0;1000000;0;-;-
3273151112849988;Eko Purnomo;600000;5;3;0;0;0;-;-
3273012903791010;Elsa Ramadhani;2900000;2;2;2;40000000;0;-;-
3215101506832020;Erlina Kusmaya Sari;500000;5;3;0;0;0;-;-
3215111910814040;Fadli Azahra Baqrah;2300000;2;2;2;20000000;0;-;-
3215030601775050;Fadly Firana;950000;3;3;0;6000000;0;-;-
3215042404786060;Farah Risky Aulia;3800000;2;1;1;90000000;0;-;-
3215140502841001;Febi Angelica;400000;1;3;0;0;0;-;-
3215171008793003;Ferlita Sari;1300000;3;2;2;11000000;0;-;-
3215190809808008;Gracia Stefan;9500000;2;1;1;450000000;0;-;-
3215010107752222;Heathcliff Matthew;25000000;0;1;1;2000000000;0;-;-
3275011002903333;Indigia Shakira;1750000;3;2;2;19000000;0;-;-
3275032005864444;Intan Rahmania;600000;4;3;0;800000;0;-;-
3275091106899999;Jesischa Dewi;2400000;2;2;2;21000000;0;-;-
3275021104877007;Muhammad Ridwan;4200000;2;1;1;105000000;0;-;-
3275073007918008;Muhammad Yusuf;580000;4;3;0;900000;0;-;-
3201010502064567;Nurul Hidayah;2900000;2;2;2;42000000;0;-;-
3171011409723003;Rasya Setyabudi;920000;3;3;0;5800000;0;-;-
3171010805666006;Sakira Ramadhani;25000000;1;1;1;1300000000;0;-;-
3274012708747007;Saskia Putri;2450000;2;2;2;28000000;0;-;-
3274012206711122;Silvia Dwi Triana;1900000;3;2;2;20500000;0;-;-
3213011804684455;Teguh Putra Mansyah;1650000;1;2;2;16000000;0;-;-
3213012510646677;Viola Restu Indriani;40000000;2;1;1;2500000000;0;-;-
